frame_id,timestamp
0,1708826446.106
1,1708826446.156
2,1708826446.206
3,1708826446.256
4,1708826446.306
5,1708826446.356
6,1708826446.406
7,1708826446.456
8,1708826446.506
9,1708826446.556
10,1708826446.606
11,1708826446.656
12,1708826446.706
13,1708826446.756
14,1708826446.806
15,1708826446.856
16,1708826446.906
17,1708826446.956
18,1708826447.006
19,1708826447.056
20,1708826447.106
21,1708826447.156
22,1708826447.206
23,1708826447.256
24,1708826447.306
25,1708826447.356
26,1708826447.406
27,1708826447.456
28,1708826447.506
29,1708826447.556
30,1708826447.606
31,1708826447.656
32,1708826447.706
33,1708826447.756
34,1708826447.806
35,1708826447.856
36,1708826447.906
37,1708826447.956
38,1708826448.006
39,1708826448.056
40,1708826448.106
41,1708826448.156
42,1708826448.206
43,1708826448.256
44,1708826448.306
45,1708826448.356
46,1708826448.406
47,1708826448.456
48,1708826448.506
49,1708826448.556
50,1708826448.606
51,1708826448.656
52,1708826448.706
53,1708826448.756
54,1708826448.806
55,1708826448.856
56,1708826448.906
57,1708826448.956
58,1708826449.006
59,1708826449.056
60,1708826449.106
61,1708826449.156
62,1708826449.206
63,1708826449.256
64,1708826449.306
65,1708826449.356
66,1708826449.406
67,1708826449.456
68,1708826449.506
69,1708826449.556
70,1708826449.606
71,1708826449.656
72,1708826449.706
73,1708826449.756
74,1708826449.806
75,1708826449.856
76,1708826449.906
77,1708826449.956
78,1708826450.006
79,1708826450.056
80,1708826450.106
81,1708826450.156
82,1708826450.206
83,1708826450.256
84,1708826450.306
85,1708826450.356
86,1708826450.406
87,1708826450.456
88,1708826450.506
89,1708826450.556
90,1708826450.606
91,1708826450.656
92,1708826450.706
93,1708826450.756
94,1708826450.806
95,1708826450.856
96,1708826450.906
97,1708826450.956
98,1708826451.006
99,1708826451.056
100,1708826451.106
101,1708826451.156
102,1708826451.206
103,1708826451.256
104,1708826451.306
105,1708826451.356
106,1708826451.406
107,1708826451.456
108,1708826451.506
109,1708826451.556
110,1708826451.606
111,1708826451.656
112,1708826451.706
113,1708826451.756
114,1708826451.806
115,1708826451.856
116,1708826451.906
117,1708826451.956
118,1708826452.006
119,1708826452.056
120,1708826452.106
121,1708826452.156
122,1708826452.206
123,1708826452.256
124,1708826452.306
125,1708826452.356
126,1708826452.406
127,1708826452.456
128,1708826452.506
129,1708826452.556
130,1708826452.606
131,1708826452.656
132,1708826452.706
133,1708826452.756
134,1708826452.806
135,1708826452.856
136,1708826452.906
137,1708826452.956
138,1708826453.006
139,1708826453.056
140,1708826453.106
141,1708826453.156
142,1708826453.206
143,1708826453.256
144,1708826453.306
145,1708826453.356
146,1708826453.406
147,1708826453.456
148,1708826453.506
149,1708826453.556
150,1708826453.606
151,1708826453.656
152,1708826453.706
153,1708826453.756
154,1708826453.806
155,1708826453.856
156,1708826453.906
157,1708826453.956
158,1708826454.006
159,1708826454.056
160,1708826454.106
161,1708826454.156
162,1708826454.206
163,1708826454.256
164,1708826454.306
165,1708826454.356
166,1708826454.406
167,1708826454.456
168,1708826454.506
169,1708826454.556
170,1708826454.606
171,1708826454.656
172,1708826454.706
173,1708826454.756
174,1708826454.806
175,1708826454.856
176,1708826454.906
177,1708826454.956
178,1708826455.006
179,1708826455.056
180,1708826455.106
181,1708826455.156
182,1708826455.206
183,1708826455.256
184,1708826455.306
185,1708826455.356
186,1708826455.406
187,1708826455.456
188,1708826455.506
189,1708826455.556
190,1708826455.606
191,1708826455.656
192,1708826455.706
193,1708826455.756
194,1708826455.806
195,1708826455.856
196,1708826455.906
197,1708826455.956
198,1708826456.006
199,1708826456.056
200,1708826456.106
201,1708826456.156
202,1708826456.206
203,1708826456.256
204,1708826456.306
205,1708826456.356
206,1708826456.406
207,1708826456.456
208,1708826456.506
209,1708826456.556
210,1708826456.606
211,1708826456.656
212,1708826456.706
213,1708826456.756
214,1708826456.806
215,1708826456.856
216,1708826456.906
217,1708826456.956
218,1708826457.006
219,1708826457.056
220,1708826457.106
221,1708826457.156
222,1708826457.206
223,1708826457.256
224,1708826457.306
225,1708826457.356
226,1708826457.406
227,1708826457.456
228,1708826457.506
229,1708826457.556
230,1708826457.606
231,1708826457.656
232,1708826457.706
233,1708826457.756
234,1708826457.806
235,1708826457.856
236,1708826457.906
237,1708826457.956
238,1708826458.006
239,1708826458.056
240,1708826458.106
241,1708826458.156
242,1708826458.206
243,1708826458.256
244,1708826458.306
245,1708826458.356
246,1708826458.406
247,1708826458.456
248,1708826458.506
249,1708826458.556
250,1708826458.606
251,1708826458.656
252,1708826458.706
253,1708826458.756
254,1708826458.806
255,1708826458.856
256,1708826458.906
257,1708826458.956
258,1708826459.006
259,1708826459.056
260,1708826459.106
261,1708826459.156
262,1708826459.206
263,1708826459.256
264,1708826459.306
265,1708826459.356
266,1708826459.406
267,1708826459.456
268,1708826459.506
269,1708826459.556
270,1708826459.606
271,1708826459.656
272,1708826459.706
273,1708826459.756
274,1708826459.806
275,1708826459.856
276,1708826459.906
277,1708826459.956
278,1708826460.006
279,1708826460.056
280,1708826460.106
281,1708826460.156
282,1708826460.206
283,1708826460.256
284,1708826460.306
285,1708826460.356
286,1708826460.406
287,1708826460.456
288,1708826460.506
289,1708826460.556
290,1708826460.606
291,1708826460.656
292,1708826460.706
293,1708826460.756
294,1708826460.806
295,1708826460.856
296,1708826460.906
297,1708826460.956
298,1708826461.006
299,1708826461.056
300,1708826461.106
301,1708826461.156
302,1708826461.206
303,1708826461.256
304,1708826461.306
305,1708826461.356
306,1708826461.406
307,1708826461.456
308,1708826461.506
309,1708826461.556
310,1708826461.606
311,1708826461.656
312,1708826461.706
313,1708826461.756
314,1708826461.806
315,1708826461.856
316,1708826461.906
317,1708826461.956
318,1708826462.006
319,1708826462.056
320,1708826462.106
321,1708826462.156
322,1708826462.206
323,1708826462.256
324,1708826462.306
325,1708826462.356
326,1708826462.406
327,1708826462.456
328,1708826462.506
329,1708826462.556
330,1708826462.606
331,1708826462.656
332,1708826462.706
333,1708826462.756
334,1708826462.806
335,1708826462.856
336,1708826462.906
337,1708826462.956
338,1708826463.006
339,1708826463.056
340,1708826463.106
341,1708826463.156
342,1708826463.206
343,1708826463.256
344,1708826463.306
345,1708826463.356
346,1708826463.406
347,1708826463.456
348,1708826463.506
349,1708826463.556
350,1708826463.606
351,1708826463.656
352,1708826463.706
353,1708826463.756
354,1708826463.806
355,1708826463.856
356,1708826463.906
357,1708826463.956
358,1708826464.006
359,1708826464.056
360,1708826464.106
361,1708826464.156
362,1708826464.206
363,1708826464.256
364,1708826464.306
365,1708826464.356
366,1708826464.406
367,1708826464.456
368,1708826464.506
369,1708826464.556
370,1708826464.606
371,1708826464.656
372,1708826464.706
373,1708826464.756
374,1708826464.806
375,1708826464.856
376,1708826464.906
377,1708826464.956
378,1708826465.006
379,1708826465.056
380,1708826465.106
381,1708826465.156
382,1708826465.206
383,1708826465.256
384,1708826465.306
385,1708826465.356
386,1708826465.406
387,1708826465.456
388,1708826465.506
389,1708826465.556
390,1708826465.606
391,1708826465.656
392,1708826465.706
393,1708826465.756
394,1708826465.806
395,1708826465.856
396,1708826465.906
397,1708826465.956
398,1708826466.006
399,1708826466.056
400,1708826466.106
401,1708826466.156
402,1708826466.206
403,1708826466.256
404,1708826466.306
405,1708826466.356
406,1708826466.406
407,1708826466.456
408,1708826466.506
409,1708826466.556
410,1708826466.606
411,1708826466.656
412,1708826466.706
413,1708826466.756
414,1708826466.806
415,1708826466.856
416,1708826466.906
417,1708826466.956
418,1708826467.006
419,1708826467.056
420,1708826467.106
421,1708826467.156
422,1708826467.206
423,1708826467.256
424,1708826467.306
425,1708826467.356
426,1708826467.406
427,1708826467.456
428,1708826467.506
429,1708826467.556
430,1708826467.606
431,1708826467.656
432,1708826467.706
433,1708826467.756
434,1708826467.806
435,1708826467.856
436,1708826467.906
437,1708826467.956
438,1708826468.006
439,1708826468.056
440,1708826468.106
441,1708826468.156
442,1708826468.206
443,1708826468.256
444,1708826468.306
445,1708826468.356
446,1708826468.406
447,1708826468.456
448,1708826468.506
449,1708826468.556
450,1708826468.606
451,1708826468.656
452,1708826468.706
453,1708826468.756
454,1708826468.806
455,1708826468.856
456,1708826468.906
457,1708826468.956
458,1708826469.006
459,1708826469.056
460,1708826469.106
461,1708826469.156
462,1708826469.206
463,1708826469.256
464,1708826469.306
465,1708826469.356
466,1708826469.406
467,1708826469.456
468,1708826469.506
469,1708826469.556
470,1708826469.606
471,1708826469.656
472,1708826469.706
473,1708826469.756
474,1708826469.806
475,1708826469.856
476,1708826469.906
477,1708826469.956
478,1708826470.006
479,1708826470.056
480,1708826470.106
481,1708826470.156
482,1708826470.206
483,1708826470.256
484,1708826470.306
485,1708826470.356
486,1708826470.406
487,1708826470.456
488,1708826470.506
489,1708826470.556
490,1708826470.606
491,1708826470.656
492,1708826470.706
493,1708826470.756
494,1708826470.806
495,1708826470.856
496,1708826470.906
497,1708826470.956
498,1708826471.006
499,1708826471.056
500,1708826471.106
501,1708826471.156
502,1708826471.206
503,1708826471.256
504,1708826471.306
505,1708826471.356
506,1708826471.406
507,1708826471.456
508,1708826471.506
509,1708826471.556
510,1708826471.606
511,1708826471.656
512,1708826471.706
513,1708826471.756
514,1708826471.806
515,1708826471.856
516,1708826471.906
517,1708826471.956
518,1708826472.006
519,1708826472.056
520,1708826472.106
521,1708826472.156
522,1708826472.206
523,1708826472.256
524,1708826472.306
525,1708826472.356
526,1708826472.406
527,1708826472.456
528,1708826472.506
529,1708826472.556
530,1708826472.606
531,1708826472.656
532,1708826472.706
533,1708826472.756
534,1708826472.806
535,1708826472.856
536,1708826472.906
537,1708826472.956
538,1708826473.006
539,1708826473.056
540,1708826473.106
541,1708826473.156
542,1708826473.206
543,1708826473.256
544,1708826473.306
545,1708826473.356
546,1708826473.406
547,1708826473.456
548,1708826473.506
549,1708826473.556
550,1708826473.606
551,1708826473.656
552,1708826473.706
553,1708826473.756
554,1708826473.806
555,1708826473.856
556,1708826473.906
557,1708826473.956
558,1708826474.006
559,1708826474.056
560,1708826474.106
561,1708826474.156
562,1708826474.206
563,1708826474.256
564,1708826474.306
565,1708826474.356
566,1708826474.406
567,1708826474.456
568,1708826474.506
569,1708826474.556
570,1708826474.606
571,1708826474.656
572,1708826474.706
573,1708826474.756
574,1708826474.806
575,1708826474.856
576,1708826474.906
577,1708826474.956
578,1708826475.006
579,1708826475.056
580,1708826475.106
581,1708826475.156
582,1708826475.206
583,1708826475.256
584,1708826475.306
585,1708826475.356
586,1708826475.406
587,1708826475.456
588,1708826475.506
589,1708826475.556
590,1708826475.606
591,1708826475.656
592,1708826475.706
593,1708826475.756
594,1708826475.806
595,1708826475.856
596,1708826475.906
597,1708826475.956
598,1708826476.006
599,1708826476.056
600,1708826476.106
601,1708826476.156
602,1708826476.206
603,1708826476.256
604,1708826476.306
605,1708826476.356
606,1708826476.406
607,1708826476.456
608,1708826476.506
609,1708826476.556
610,1708826476.606
611,1708826476.656
612,1708826476.706
613,1708826476.756
614,1708826476.806
615,1708826476.856
616,1708826476.906
617,1708826476.956
618,1708826477.006
619,1708826477.056
620,1708826477.106
621,1708826477.156
622,1708826477.206
623,1708826477.256
624,1708826477.306
625,1708826477.356
626,1708826477.406
627,1708826477.456
628,1708826477.506
629,1708826477.556
630,1708826477.606
631,1708826477.656
632,1708826477.706
633,1708826477.756
634,1708826477.806
635,1708826477.856
636,1708826477.906
637,1708826477.956
638,1708826478.006
639,1708826478.056
640,1708826478.106
641,1708826478.156
642,1708826478.206
643,1708826478.256
644,1708826478.306
645,1708826478.356
646,1708826478.406
647,1708826478.456
648,1708826478.506
649,1708826478.556
650,1708826478.606
651,1708826478.656
652,1708826478.706
653,1708826478.756
654,1708826478.806
655,1708826478.856
656,1708826478.906
657,1708826478.956
658,1708826479.006
659,1708826479.056
660,1708826479.106
661,1708826479.156
662,1708826479.206
663,1708826479.256
664,1708826479.306
665,1708826479.356
666,1708826479.406
667,1708826479.456
668,1708826479.506
669,1708826479.556
670,1708826479.606
671,1708826479.656
672,1708826479.706
673,1708826479.756
674,1708826479.806
675,1708826479.856
676,1708826479.906
677,1708826479.956
678,1708826480.006
679,1708826480.056
680,1708826480.106
681,1708826480.156
682,1708826480.206
683,1708826480.256
684,1708826480.306
685,1708826480.356
686,1708826480.406
687,1708826480.456
688,1708826480.506
689,1708826480.556
690,1708826480.606
691,1708826480.656
692,1708826480.706
693,1708826480.756
694,1708826480.806
695,1708826480.856
696,1708826480.906
697,1708826480.956
698,1708826481.006
699,1708826481.056
700,1708826481.106
701,1708826481.156
702,1708826481.206
703,1708826481.256
704,1708826481.306
705,1708826481.356
706,1708826481.406
707,1708826481.456
708,1708826481.506
709,1708826481.556
710,1708826481.606
711,1708826481.656
712,1708826481.706
713,1708826481.756
714,1708826481.806
715,1708826481.856
716,1708826481.906
717,1708826481.956
718,1708826482.006
719,1708826482.056
720,1708826482.106
721,1708826482.156
722,1708826482.206
723,1708826482.256
724,1708826482.306
725,1708826482.356
726,1708826482.406
727,1708826482.456
728,1708826482.506
729,1708826482.556
730,1708826482.606
731,1708826482.656
732,1708826482.706
733,1708826482.756
734,1708826482.806
735,1708826482.856
736,1708826482.906
737,1708826482.956
738,1708826483.006
739,1708826483.056
740,1708826483.106
741,1708826483.156
742,1708826483.206
743,1708826483.256
744,1708826483.306
745,1708826483.356
746,1708826483.406
747,1708826483.456
748,1708826483.506
749,1708826483.556
750,1708826483.606
751,1708826483.656
752,1708826483.706
753,1708826483.756
754,1708826483.806
755,1708826483.856
