compass,accelerometer,gyroscope,timestamp
"[[""-1001"", ""-221"", ""-957"", ""1708826440.664""]]","[[""-0.641"", ""-1.421"", ""-0.447"", ""1708826441.138""], [""-0.64"", ""-1.419"", ""-0.463"", ""1708826441.148""], [""-0.641"", ""-1.422"", ""-0.463"", ""1708826441.159""], [""-0.642"", ""-1.42"", ""-0.459"", ""1708826441.176""], [""-0.642"", ""-1.423"", ""-0.459"", ""1708826441.184""], [""-0.641"", ""-1.421"", ""-0.462"", ""1708826441.196""], [""-0.642"", ""-1.419"", ""-0.463"", ""1708826441.206""], [""-0.643"", ""-1.422"", ""-0.461"", ""1708826441.216""], [""-0.641"", ""-1.42"", ""-0.46"", ""1708826441.225""], [""-0.64"", ""-1.421"", ""-0.464"", ""1708826441.234""], [""-0.644"", ""-1.419"", ""-0.463"", ""1708826441.242""], [""-0.639"", ""-1.42"", ""-0.461"", ""1708826441.252""], [""-0.64"", ""-1.42"", ""-0.462"", ""1708826441.263""], [""-0.641"", ""-1.419"", ""-0.461"", ""1708826441.284""], [""-0.641"", ""-1.425"", ""-0.458"", ""1708826441.294""], [""-0.639"", ""-1.423"", ""-0.461"", ""1708826441.306""], [""-0.639"", ""-1.42"", ""-0.463"", ""1708826441.317""], [""-0.641"", ""-1.42"", ""-0.463"", ""1708826441.333""], [""-0.639"", ""-1.418"", ""-0.463"", ""1708826441.344""], [""-0.641"", ""-1.422"", ""-0.463"", ""1708826441.356""], [""-0.641"", ""-1.422"", ""-0.459"", ""1708826441.37""], [""-0.642"", ""-1.421"", ""-0.462"", ""1708826441.392""], [""-0.644"", ""-1.421"", ""-0.459"", ""1708826441.403""], [""-0.642"", ""-1.419"", ""-0.463"", ""1708826441.414""], [""-0.641"", ""-1.422"", ""-0.463"", ""1708826441.427""], [""-0.639"", ""-1.423"", ""-0.462"", ""1708826441.443""], [""-0.641"", ""-1.424"", ""-0.463"", ""1708826441.455""], [""-0.641"", ""-1.421"", ""-0.458"", ""1708826441.466""], [""-0.643"", ""-1.421"", ""-0.464"", ""1708826441.479""], [""-0.639"", ""-1.422"", ""-0.465"", ""1708826441.504""], [""-0.64"", ""-1.418"", ""-0.461"", ""1708826441.514""], [""-0.641"", ""-1.422"", ""-0.465"", ""1708826441.522""], [""-0.639"", ""-1.418"", ""-0.463"", ""1708826441.535""], [""-0.641"", ""-1.42"", ""-0.461"", ""1708826441.547""], [""-0.641"", ""-1.422"", ""-0.463"", ""1708826441.557""], [""-0.639"", ""-1.419"", ""-0.466"", ""1708826441.567""], [""-0.641"", ""-1.423"", ""-0.459"", ""1708826441.579""], [""-0.64"", ""-1.418"", ""-0.459"", ""1708826441.59""], [""-0.64"", ""-1.421"", ""-0.461"", ""1708826441.608""], [""-0.641"", ""-1.42"", ""-0.464"", ""1708826441.62""], [""-0.64"", ""-1.422"", ""-0.459"", ""1708826441.634""], [""-0.642"", ""-1.422"", ""-0.461"", ""1708826441.647""], [""-0.641"", ""-1.421"", ""-0.46"", ""1708826441.656""], [""-0.639"", ""-1.421"", ""-0.461"", ""1708826441.667""], [""-0.641"", ""-1.424"", ""-0.462"", ""1708826441.683""], [""-0.641"", ""-1.422"", ""-0.463"", ""1708826441.697""], [""-0.642"", ""-1.421"", ""-0.46"", ""1708826441.722""], [""-0.641"", ""-1.423"", ""-0.46"", ""1708826441.736""], [""-0.64"", ""-1.421"", ""-0.46"", ""1708826441.747""], [""-0.64"", ""-1.419"", ""-0.462"", ""1708826441.757""], [""-0.641"", ""-1.421"", ""-0.46"", ""1708826441.77""], [""-0.641"", ""-1.42"", ""-0.458"", ""1708826441.78""], [""-0.641"", ""-1.42"", ""-0.466"", ""1708826441.793""], [""-0.639"", ""-1.419"", ""-0.463"", ""1708826441.804""], [""-0.641"", ""-1.421"", ""-0.46"", ""1708826441.827""], [""-0.642"", ""-1.421"", ""-0.462"", ""1708826441.84""], [""-0.641"", ""-1.42"", ""-0.462"", ""1708826441.852""], [""-0.64"", ""-1.421"", ""-0.461"", ""1708826441.861""], [""-0.64"", ""-1.42"", ""-0.462"", ""1708826441.875""], [""-0.641"", ""-1.421"", ""-0.46"", ""1708826441.887""], [""-0.641"", ""-1.42"", ""-0.462"", ""1708826441.899""], [""-0.641"", ""-1.422"", ""-0.463"", ""1708826441.913""], [""-0.645"", ""-1.421"", ""-0.463"", ""1708826441.935""], [""-0.641"", ""-1.422"", ""-0.465"", ""1708826441.949""], [""-0.642"", ""-1.421"", ""-0.464"", ""1708826441.961""], [""-0.639"", ""-1.421"", ""-0.464"", ""1708826441.974""], [""-0.64"", ""-1.421"", ""-0.462"", ""1708826441.988""], [""-0.641"", ""-1.418"", ""-0.468"", ""1708826442.001""], [""-0.64"", ""-1.419"", ""-0.462"", ""1708826442.015""], [""-0.638"", ""-1.422"", ""-0.466"", ""1708826442.036""], [""-0.643"", ""-1.42"", ""-0.462"", ""1708826442.047""], [""-0.639"", ""-1.422"", ""-0.461"", ""1708826442.057""], [""-0.637"", ""-1.421"", ""-0.463"", ""1708826442.068""], [""-0.641"", ""-1.422"", ""-0.465"", ""1708826442.08""], [""-0.64"", ""-1.424"", ""-0.463"", ""1708826442.093""], [""-0.642"", ""-1.419"", ""-0.46"", ""1708826442.104""], [""-0.639"", ""-1.422"", ""-0.459"", ""1708826442.114""], [""-0.64"", ""-1.419"", ""-0.462"", ""1708826442.122""], [""-0.639"", ""-1.417"", ""-0.464"", ""1708826442.147""], [""-0.641"", ""-1.419"", ""-0.465"", ""1708826442.156""], [""-0.641"", ""-1.418"", ""-0.459"", ""1708826442.17""], [""-0.641"", ""-1.422"", ""-0.465"", ""1708826442.182""], [""-0.642"", ""-1.423"", ""-0.464"", ""1708826442.195""], [""-0.642"", ""-1.417"", ""-0.461"", ""1708826442.207""], [""-0.641"", ""-1.422"", ""-0.462"", ""1708826442.217""], [""-0.64"", ""-1.422"", ""-0.462"", ""1708826442.228""], [""-0.64"", ""-1.422"", ""-0.461"", ""1708826442.25""], [""-0.64"", ""-1.421"", ""-0.463"", ""1708826442.26""], [""-0.642"", ""-1.42"", ""-0.464"", ""1708826442.274""], [""-0.639"", ""-1.419"", ""-0.466"", ""1708826442.284""], [""-0.638"", ""-1.42"", ""-0.461"", ""1708826442.294""], [""-0.64"", ""-1.418"", ""-0.459"", ""1708826442.302""], [""-0.64"", ""-1.421"", ""-0.463"", ""1708826442.312""], [""-0.64"", ""-1.423"", ""-0.464"", ""1708826442.323""], [""-0.64"", ""-1.418"", ""-0.464"", ""1708826442.331""], [""-0.641"", ""-1.422"", ""-0.463"", ""1708826442.352""], [""-0.642"", ""-1.418"", ""-0.457"", ""1708826442.361""], [""-0.642"", ""-1.422"", ""-0.462"", ""1708826442.37""], [""-0.64"", ""-1.422"", ""-0.463"", ""1708826442.38""], [""-0.64"", ""-1.422"", ""-0.464"", ""1708826442.392""]]","[[""1.847"", ""-4.756"", ""-1.023"", ""1708826442.238""]]",1708826444258
"[[""-1005"", ""-231"", ""-975"", ""1708826442.672""]]","[[""-0.64"", ""-1.422"", ""-0.462"", ""1708826442.403""], [""-0.641"", ""-1.419"", ""-0.461"", ""1708826442.417""], [""-0.641"", ""-1.422"", ""-0.462"", ""1708826442.429""], [""-0.645"", ""-1.423"", ""-0.462"", ""1708826442.443""], [""-0.642"", ""-1.422"", ""-0.46"", ""1708826442.465""], [""-0.643"", ""-1.421"", ""-0.461"", ""1708826442.477""], [""-0.64"", ""-1.419"", ""-0.462"", ""1708826442.492""], [""-0.64"", ""-1.42"", ""-0.466"", ""1708826442.503""], [""-0.64"", ""-1.42"", ""-0.466"", ""1708826442.514""], [""-0.64"", ""-1.421"", ""-0.462"", ""1708826442.524""], [""-0.642"", ""-1.42"", ""-0.461"", ""1708826442.538""], [""-0.641"", ""-1.419"", ""-0.461"", ""1708826442.553""], [""-0.641"", ""-1.421"", ""-0.462"", ""1708826442.579""], [""-0.639"", ""-1.422"", ""-0.461"", ""1708826442.591""], [""-0.641"", ""-1.418"", ""-0.473"", ""1708826442.605""], [""-0.64"", ""-1.42"", ""-0.464"", ""1708826442.617""], [""-0.639"", ""-1.42"", ""-0.461"", ""1708826442.626""], [""-0.64"", ""-1.422"", ""-0.458"", ""1708826442.64""], [""-0.639"", ""-1.421"", ""-0.461"", ""1708826442.651""], [""-0.64"", ""-1.42"", ""-0.46"", ""1708826442.66""], [""-0.641"", ""-1.422"", ""-0.463"", ""1708826442.683""], [""-0.638"", ""-1.42"", ""-0.463"", ""1708826442.693""], [""-0.642"", ""-1.419"", ""-0.464"", ""1708826442.703""], [""-0.638"", ""-1.421"", ""-0.463"", ""1708826442.713""], [""-0.639"", ""-1.422"", ""-0.46"", ""1708826442.723""], [""-0.639"", ""-1.421"", ""-0.459"", ""1708826442.731""], [""-0.64"", ""-1.423"", ""-0.463"", ""1708826442.741""], [""-0.64"", ""-1.424"", ""-0.461"", ""1708826442.753""], [""-0.639"", ""-1.418"", ""-0.459"", ""1708826442.765""], [""-0.641"", ""-1.42"", ""-0.464"", ""1708826442.789""], [""-0.642"", ""-1.422"", ""-0.461"", ""1708826442.802""], [""-0.641"", ""-1.422"", ""-0.459"", ""1708826442.816""], [""-0.64"", ""-1.418"", ""-0.458"", ""1708826442.826""], [""-0.641"", ""-1.42"", ""-0.461"", ""1708826442.84""], [""-0.642"", ""-1.422"", ""-0.463"", ""1708826442.854""], [""-0.639"", ""-1.42"", ""-0.461"", ""1708826442.864""], [""-0.641"", ""-1.422"", ""-0.462"", ""1708826442.877""], [""-0.642"", ""-1.421"", ""-0.461"", ""1708826442.908""], [""-0.642"", ""-1.421"", ""-0.461"", ""1708826442.922""], [""-0.641"", ""-1.422"", ""-0.463"", ""1708826442.932""], [""-0.641"", ""-1.419"", ""-0.459"", ""1708826442.944""], [""-0.642"", ""-1.421"", ""-0.458"", ""1708826442.956""], [""-0.64"", ""-1.42"", ""-0.464"", ""1708826442.966""], [""-0.641"", ""-1.42"", ""-0.466"", ""1708826442.979""], [""-0.641"", ""-1.417"", ""-0.462"", ""1708826443""], [""-0.639"", ""-1.419"", ""-0.462"", ""1708826443.013""], [""-0.641"", ""-1.422"", ""-0.459"", ""1708826443.027""], [""-0.639"", ""-1.42"", ""-0.461"", ""1708826443.04""], [""-0.641"", ""-1.419"", ""-0.463"", ""1708826443.054""], [""-0.641"", ""-1.42"", ""-0.463"", ""1708826443.068""], [""-0.642"", ""-1.421"", ""-0.461"", ""1708826443.084""], [""-0.64"", ""-1.421"", ""-0.463"", ""1708826443.102""], [""-0.639"", ""-1.421"", ""-0.46"", ""1708826443.115""], [""-0.641"", ""-1.419"", ""-0.462"", ""1708826443.129""], [""-0.639"", ""-1.421"", ""-0.461"", ""1708826443.145""], [""-0.638"", ""-1.42"", ""-0.461"", ""1708826443.157""], [""-0.639"", ""-1.424"", ""-0.465"", ""1708826443.17""], [""-0.641"", ""-1.422"", ""-0.468"", ""1708826443.182""], [""-0.642"", ""-1.422"", ""-0.461"", ""1708826443.192""], [""-0.641"", ""-1.42"", ""-0.464"", ""1708826443.217""], [""-0.641"", ""-1.42"", ""-0.463"", ""1708826443.232""], [""-0.642"", ""-1.421"", ""-0.464"", ""1708826443.246""], [""-0.64"", ""-1.421"", ""-0.46"", ""1708826443.257""], [""-0.64"", ""-1.421"", ""-0.463"", ""1708826443.271""], [""-0.64"", ""-1.423"", ""-0.463"", ""1708826443.283""], [""-0.642"", ""-1.423"", ""-0.461"", ""1708826443.297""], [""-0.64"", ""-1.422"", ""-0.461"", ""1708826443.325""], [""-0.641"", ""-1.42"", ""-0.461"", ""1708826443.338""], [""-0.64"", ""-1.419"", ""-0.46"", ""1708826443.352""], [""-0.639"", ""-1.418"", ""-0.461"", ""1708826443.362""], [""-0.641"", ""-1.422"", ""-0.462"", ""1708826443.371""], [""-0.641"", ""-1.418"", ""-0.461"", ""1708826443.379""], [""-0.641"", ""-1.422"", ""-0.464"", ""1708826443.389""], [""-0.64"", ""-1.42"", ""-0.462"", ""1708826443.405""], [""-0.64"", ""-1.42"", ""-0.445"", ""1708826443.422""], [""-0.64"", ""-1.422"", ""-0.461"", ""1708826443.432""], [""-0.641"", ""-1.421"", ""-0.461"", ""1708826443.444""], [""-0.639"", ""-1.421"", ""-0.461"", ""1708826443.458""], [""-0.64"", ""-1.421"", ""-0.462"", ""1708826443.472""], [""-0.642"", ""-1.422"", ""-0.461"", ""1708826443.481""], [""-0.64"", ""-1.421"", ""-0.463"", ""1708826443.492""], [""-0.641"", ""-1.421"", ""-0.462"", ""1708826443.509""], [""-0.641"", ""-1.421"", ""-0.466"", ""1708826443.536""], [""-0.639"", ""-1.419"", ""-0.461"", ""1708826443.55""], [""-0.641"", ""-1.425"", ""-0.464"", ""1708826443.567""], [""-0.644"", ""-1.42"", ""-0.463"", ""1708826443.577""], [""-0.639"", ""-1.421"", ""-0.464"", ""1708826443.59""], [""-0.639"", ""-1.422"", ""-0.461"", ""1708826443.602""], [""-0.638"", ""-1.419"", ""-0.465"", ""1708826443.619""], [""-0.64"", ""-1.42"", ""-0.459"", ""1708826443.641""], [""-0.653"", ""-1.422"", ""-0.461"", ""1708826443.656""], [""-0.638"", ""-1.422"", ""-0.461"", ""1708826443.672""], [""-0.642"", ""-1.421"", ""-0.46"", ""1708826443.688""], [""-0.641"", ""-1.421"", ""-0.462"", ""1708826443.703""], [""-0.639"", ""-1.417"", ""-0.46"", ""1708826443.722""], [""-0.641"", ""-1.419"", ""-0.464"", ""1708826443.748""], [""-0.641"", ""-1.421"", ""-0.462"", ""1708826443.759""], [""-0.638"", ""-1.422"", ""-0.459"", ""1708826443.773""], [""-0.641"", ""-1.421"", ""-0.46"", ""1708826443.786""], [""-0.639"", ""-1.421"", ""-0.464"", ""1708826443.8""]]","[[""1.756"", ""-4.824"", ""-1.031"", ""1708826443.627""]]",1708826444416
"[[""-986"", ""-206"", ""-965"", ""1708826443.676""]]","[[""-0.64"", ""-1.422"", ""-0.461"", ""1708826443.815""], [""-0.643"", ""-1.423"", ""-0.465"", ""1708826443.835""], [""-0.642"", ""-1.42"", ""-0.461"", ""1708826443.86""], [""-0.642"", ""-1.42"", ""-0.462"", ""1708826443.876""], [""-0.639"", ""-1.419"", ""-0.461"", ""1708826443.888""], [""-0.641"", ""-1.421"", ""-0.46"", ""1708826443.899""], [""-0.641"", ""-1.421"", ""-0.464"", ""1708826443.918""], [""-0.64"", ""-1.419"", ""-0.465"", ""1708826443.937""], [""-0.64"", ""-1.42"", ""-0.465"", ""1708826443.962""], [""-0.643"", ""-1.422"", ""-0.462"", ""1708826443.973""], [""-0.641"", ""-1.422"", ""-0.462"", ""1708826443.983""], [""-0.642"", ""-1.422"", ""-0.463"", ""1708826443.993""], [""-0.641"", ""-1.422"", ""-0.464"", ""1708826444.003""], [""-0.638"", ""-1.42"", ""-0.462"", ""1708826444.012""], [""-0.64"", ""-1.421"", ""-0.46"", ""1708826444.02""], [""-0.641"", ""-1.422"", ""-0.461"", ""1708826444.032""], [""-0.643"", ""-1.421"", ""-0.465"", ""1708826444.041""], [""-0.642"", ""-1.419"", ""-0.461"", ""1708826444.055""], [""-0.641"", ""-1.42"", ""-0.459"", ""1708826444.067""], [""-0.641"", ""-1.42"", ""-0.463"", ""1708826444.077""], [""-0.64"", ""-1.42"", ""-0.461"", ""1708826444.086""], [""-0.64"", ""-1.422"", ""-0.462"", ""1708826444.102""], [""-0.64"", ""-1.42"", ""-0.464"", ""1708826444.114""], [""-0.641"", ""-1.421"", ""-0.461"", ""1708826444.124""], [""-0.641"", ""-1.421"", ""-0.465"", ""1708826444.134""], [""-0.642"", ""-1.421"", ""-0.457"", ""1708826444.144""], [""-0.64"", ""-1.421"", ""-0.462"", ""1708826444.161""], [""-0.637"", ""-1.419"", ""-0.462"", ""1708826444.173""], [""-0.64"", ""-1.421"", ""-0.461"", ""1708826444.184""], [""-0.639"", ""-1.42"", ""-0.465"", ""1708826444.193""], [""-0.64"", ""-1.422"", ""-0.461"", ""1708826444.207""], [""-0.641"", ""-1.421"", ""-0.464"", ""1708826444.217""], [""-0.639"", ""-1.422"", ""-0.46"", ""1708826444.225""], [""-0.64"", ""-1.42"", ""-0.46"", ""1708826444.237""], [""-0.64"", ""-1.421"", ""-0.462"", ""1708826444.247""], [""-0.641"", ""-1.424"", ""-0.459"", ""1708826444.262""], [""-0.639"", ""-1.423"", ""-0.458"", ""1708826444.273""], [""-0.639"", ""-1.419"", ""-0.465"", ""1708826444.283""], [""-0.64"", ""-1.42"", ""-0.461"", ""1708826444.294""], [""-0.64"", ""-1.423"", ""-0.46"", ""1708826444.305""], [""-0.643"", ""-1.422"", ""-0.456"", ""1708826444.314""], [""-0.639"", ""-1.42"", ""-0.461"", ""1708826444.324""], [""-0.642"", ""-1.42"", ""-0.463"", ""1708826444.334""], [""-0.639"", ""-1.42"", ""-0.462"", ""1708826444.342""], [""-0.641"", ""-1.421"", ""-0.465"", ""1708826444.353""], [""-0.64"", ""-1.418"", ""-0.466"", ""1708826444.369""], [""-0.639"", ""-1.423"", ""-0.462"", ""1708826444.382""], [""-0.643"", ""-1.42"", ""-0.461"", ""1708826444.396""], [""-0.637"", ""-1.419"", ""-0.459"", ""1708826444.407""], [""-0.639"", ""-1.419"", ""-0.462"", ""1708826444.421""], [""-0.642"", ""-1.422"", ""-0.463"", ""1708826444.431""], [""-0.64"", ""-1.419"", ""-0.46"", ""1708826444.441""], [""-0.639"", ""-1.422"", ""-0.461"", ""1708826444.45""], [""-0.639"", ""-1.419"", ""-0.464"", ""1708826444.458""], [""-0.639"", ""-1.422"", ""-0.459"", ""1708826444.483""], [""-0.638"", ""-1.42"", ""-0.461"", ""1708826444.496""], [""-0.639"", ""-1.42"", ""-0.462"", ""1708826444.506""], [""-0.641"", ""-1.422"", ""-0.462"", ""1708826444.515""], [""-0.641"", ""-1.421"", ""-0.461"", ""1708826444.525""], [""-0.639"", ""-1.421"", ""-0.462"", ""1708826444.535""], [""-0.642"", ""-1.421"", ""-0.46"", ""1708826444.545""], [""-0.642"", ""-1.421"", ""-0.464"", ""1708826444.556""], [""-0.642"", ""-1.423"", ""-0.464"", ""1708826444.567""], [""-0.64"", ""-1.421"", ""-0.459"", ""1708826444.592""], [""-0.641"", ""-1.421"", ""-0.462"", ""1708826444.604""], [""-0.642"", ""-1.421"", ""-0.458"", ""1708826444.613""], [""-0.642"", ""-1.421"", ""-0.462"", ""1708826444.622""], [""-0.64"", ""-1.422"", ""-0.459"", ""1708826444.631""], [""-0.641"", ""-1.421"", ""-0.463"", ""1708826444.639""], [""-0.639"", ""-1.422"", ""-0.461"", ""1708826444.649""], [""-0.638"", ""-1.42"", ""-0.462"", ""1708826444.66""], [""-0.639"", ""-1.421"", ""-0.463"", ""1708826444.669""], [""-0.642"", ""-1.422"", ""-0.463"", ""1708826444.697""], [""-0.64"", ""-1.42"", ""-0.464"", ""1708826444.708""], [""-0.639"", ""-1.422"", ""-0.463"", ""1708826444.717""], [""-0.638"", ""-1.419"", ""-0.462"", ""1708826444.726""], [""-0.64"", ""-1.421"", ""-0.463"", ""1708826444.734""], [""-0.64"", ""-1.42"", ""-0.46"", ""1708826444.744""], [""-0.641"", ""-1.419"", ""-0.458"", ""1708826444.755""], [""-0.64"", ""-1.42"", ""-0.465"", ""1708826444.765""], [""-0.641"", ""-1.421"", ""-0.463"", ""1708826444.779""], [""-0.639"", ""-1.421"", ""-0.462"", ""1708826444.801""], [""-0.639"", ""-1.419"", ""-0.461"", ""1708826444.813""], [""-0.638"", ""-1.421"", ""-0.462"", ""1708826444.821""], [""-0.639"", ""-1.421"", ""-0.459"", ""1708826444.83""], [""-0.64"", ""-1.422"", ""-0.461"", ""1708826444.842""], [""-0.639"", ""-1.421"", ""-0.461"", ""1708826444.85""], [""-0.642"", ""-1.421"", ""-0.461"", ""1708826444.86""], [""-0.64"", ""-1.422"", ""-0.46"", ""1708826444.871""], [""-0.64"", ""-1.421"", ""-0.461"", ""1708826444.881""], [""-0.64"", ""-1.419"", ""-0.459"", ""1708826444.899""], [""-0.641"", ""-1.419"", ""-0.463"", ""1708826444.912""], [""-0.641"", ""-1.422"", ""-0.46"", ""1708826444.923""], [""-0.639"", ""-1.422"", ""-0.461"", ""1708826444.931""], [""-0.644"", ""-1.421"", ""-0.459"", ""1708826444.942""], [""-0.641"", ""-1.421"", ""-0.464"", ""1708826444.951""], [""-0.639"", ""-1.421"", ""-0.463"", ""1708826444.96""], [""-0.641"", ""-1.42"", ""-0.462"", ""1708826444.973""], [""-0.642"", ""-1.42"", ""-0.459"", ""1708826444.985""], [""-0.639"", ""-1.421"", ""-0.46"", ""1708826445.007""]]","[[""1.832"", ""-4.832"", ""-1.023"", ""1708826444.888""]]",1708826445264
"[[""-1015"", ""-231"", ""-970"", ""1708826444.687""]]","[[""-0.64"", ""-1.421"", ""-0.462"", ""1708826445.015""], [""-0.641"", ""-1.42"", ""-0.458"", ""1708826445.023""], [""-0.64"", ""-1.419"", ""-0.461"", ""1708826445.034""], [""-0.638"", ""-1.421"", ""-0.462"", ""1708826445.043""], [""-0.622"", ""-1.421"", ""-0.463"", ""1708826445.051""], [""-0.639"", ""-1.418"", ""-0.462"", ""1708826445.064""], [""-0.641"", ""-1.42"", ""-0.462"", ""1708826445.078""], [""-0.64"", ""-1.42"", ""-0.464"", ""1708826445.087""], [""-0.64"", ""-1.418"", ""-0.464"", ""1708826445.109""], [""-0.642"", ""-1.42"", ""-0.461"", ""1708826445.118""], [""-0.638"", ""-1.419"", ""-0.463"", ""1708826445.127""], [""-0.639"", ""-1.422"", ""-0.462"", ""1708826445.136""], [""-0.641"", ""-1.422"", ""-0.465"", ""1708826445.144""], [""-0.64"", ""-1.419"", ""-0.459"", ""1708826445.154""], [""-0.641"", ""-1.419"", ""-0.461"", ""1708826445.165""], [""-0.64"", ""-1.419"", ""-0.462"", ""1708826445.177""], [""-0.641"", ""-1.421"", ""-0.463"", ""1708826445.187""], [""-0.64"", ""-1.42"", ""-0.464"", ""1708826445.199""], [""-0.643"", ""-1.419"", ""-0.461"", ""1708826445.218""], [""-0.64"", ""-1.42"", ""-0.461"", ""1708826445.227""], [""-0.64"", ""-1.42"", ""-0.463"", ""1708826445.237""], [""-0.637"", ""-1.42"", ""-0.463"", ""1708826445.246""], [""-0.642"", ""-1.419"", ""-0.464"", ""1708826445.254""], [""-0.641"", ""-1.421"", ""-0.465"", ""1708826445.266""], [""-0.64"", ""-1.423"", ""-0.459"", ""1708826445.281""], [""-0.639"", ""-1.419"", ""-0.463"", ""1708826445.294""], [""-0.64"", ""-1.425"", ""-0.46"", ""1708826445.307""], [""-0.64"", ""-1.423"", ""-0.462"", ""1708826445.323""], [""-0.638"", ""-1.421"", ""-0.462"", ""1708826445.332""], [""-0.639"", ""-1.42"", ""-0.461"", ""1708826445.341""], [""-0.641"", ""-1.422"", ""-0.461"", ""1708826445.359""], [""-0.641"", ""-1.42"", ""-0.459"", ""1708826445.368""], [""-0.64"", ""-1.421"", ""-0.461"", ""1708826445.377""], [""-0.642"", ""-1.422"", ""-0.461"", ""1708826445.386""], [""-0.643"", ""-1.42"", ""-0.46"", ""1708826445.394""], [""-0.637"", ""-1.421"", ""-0.463"", ""1708826445.406""], [""-0.641"", ""-1.42"", ""-0.461"", ""1708826445.415""], [""-0.641"", ""-1.421"", ""-0.463"", ""1708826445.432""], [""-0.641"", ""-1.423"", ""-0.464"", ""1708826445.442""], [""-0.639"", ""-1.422"", ""-0.462"", ""1708826445.451""], [""-0.638"", ""-1.422"", ""-0.461"", ""1708826445.462""], [""-0.64"", ""-1.422"", ""-0.459"", ""1708826445.47""], [""-0.639"", ""-1.42"", ""-0.46"", ""1708826445.484""], [""-0.642"", ""-1.42"", ""-0.466"", ""1708826445.494""], [""-0.638"", ""-1.418"", ""-0.465"", ""1708826445.501""], [""-0.642"", ""-1.42"", ""-0.462"", ""1708826445.513""], [""-0.653"", ""-1.42"", ""-0.473"", ""1708826445.521""], [""-0.64"", ""-1.419"", ""-0.461"", ""1708826445.546""], [""-0.643"", ""-1.421"", ""-0.462"", ""1708826445.56""], [""-0.642"", ""-1.421"", ""-0.462"", ""1708826445.567""], [""-0.64"", ""-1.42"", ""-0.462"", ""1708826445.579""], [""-0.641"", ""-1.42"", ""-0.46"", ""1708826445.587""], [""-0.638"", ""-1.422"", ""-0.463"", ""1708826445.598""], [""-0.637"", ""-1.42"", ""-0.463"", ""1708826445.607""], [""-0.641"", ""-1.42"", ""-0.46"", ""1708826445.617""], [""-0.641"", ""-1.422"", ""-0.464"", ""1708826445.625""], [""-0.64"", ""-1.42"", ""-0.465"", ""1708826445.639""], [""-0.641"", ""-1.419"", ""-0.462"", ""1708826445.649""], [""-0.64"", ""-1.421"", ""-0.462"", ""1708826445.66""], [""-0.639"", ""-1.421"", ""-0.461"", ""1708826445.672""], [""-0.642"", ""-1.421"", ""-0.461"", ""1708826445.685""], [""-0.638"", ""-1.422"", ""-0.462"", ""1708826445.7""], [""-0.641"", ""-1.42"", ""-0.46"", ""1708826445.708""], [""-0.642"", ""-1.422"", ""-0.46"", ""1708826445.718""], [""-0.642"", ""-1.421"", ""-0.463"", ""1708826445.729""], [""-0.641"", ""-1.42"", ""-0.462"", ""1708826445.743""], [""-0.639"", ""-1.419"", ""-0.463"", ""1708826445.754""], [""-0.638"", ""-1.422"", ""-0.464"", ""1708826445.762""], [""-0.639"", ""-1.421"", ""-0.463"", ""1708826445.771""], [""-0.64"", ""-1.419"", ""-0.463"", ""1708826445.784""], [""-0.64"", ""-1.42"", ""-0.461"", ""1708826445.794""], [""-0.642"", ""-1.422"", ""-0.462"", ""1708826445.803""], [""-0.64"", ""-1.424"", ""-0.465"", ""1708826445.812""], [""-0.641"", ""-1.42"", ""-0.463"", ""1708826445.828""], [""-0.643"", ""-1.421"", ""-0.463"", ""1708826445.836""], [""-0.641"", ""-1.42"", ""-0.459"", ""1708826445.853""], [""-0.641"", ""-1.42"", ""-0.462"", ""1708826445.862""], [""-0.643"", ""-1.419"", ""-0.464"", ""1708826445.875""], [""-0.641"", ""-1.418"", ""-0.461"", ""1708826445.883""], [""-0.641"", ""-1.42"", ""-0.46"", ""1708826445.894""], [""-0.644"", ""-1.423"", ""-0.461"", ""1708826445.904""], [""-0.64"", ""-1.422"", ""-0.464"", ""1708826445.918""], [""-0.641"", ""-1.422"", ""-0.46"", ""1708826445.929""], [""-0.641"", ""-1.421"", ""-0.459"", ""1708826445.939""], [""-0.641"", ""-1.423"", ""-0.46"", ""1708826445.955""], [""-0.64"", ""-1.423"", ""-0.462"", ""1708826445.964""], [""-0.64"", ""-1.42"", ""-0.465"", ""1708826445.976""], [""-0.64"", ""-1.419"", ""-0.463"", ""1708826445.984""], [""-0.639"", ""-1.422"", ""-0.462"", ""1708826445.994""], [""-0.643"", ""-1.42"", ""-0.464"", ""1708826446.005""], [""-0.64"", ""-1.418"", ""-0.46"", ""1708826446.02""], [""-0.638"", ""-1.424"", ""-0.462"", ""1708826446.032""], [""-0.644"", ""-1.422"", ""-0.46"", ""1708826446.04""], [""-0.639"", ""-1.42"", ""-0.465"", ""1708826446.054""], [""-0.638"", ""-1.421"", ""-0.464"", ""1708826446.068""], [""-0.641"", ""-1.421"", ""-0.466"", ""1708826446.081""], [""-0.641"", ""-1.421"", ""-0.462"", ""1708826446.09""], [""-0.64"", ""-1.419"", ""-0.462"", ""1708826446.098""], [""-0.64"", ""-1.42"", ""-0.462"", ""1708826446.109""], [""-0.64"", ""-1.422"", ""-0.463"", ""1708826446.127""]]","[[""1.824"", ""-4.947"", ""-1.015"", ""1708826445.945""]]",1708826446364
