latitude,longitude,timestamp
30.482704,114.303085,1708826625658
30.482704,114.303085,1708826626743
30.482702,114.303093,1708826627769
30.482698,114.303108,1708826628761
30.482698,114.303116,1708826629761
30.482698,114.303116,1708826630857
30.482698,114.303123,1708826631771
30.482698,114.303131,1708826632771
30.482698,114.303131,1708826633781
30.482698,114.303131,1708826634792
30.482697,114.303146,1708826635675
30.482697,114.303154,1708826636778
30.482695,114.303162,1708826637754
30.482691,114.303169,1708826638763
30.482687,114.303169,1708826639762
30.482687,114.303177,1708826640777
30.482689,114.303185,1708826641754
30.482695,114.303185,1708826642770
30.482695,114.303185,1708826643872
30.482698,114.3032,1708826644860
30.4827,114.303207,1708826645889
30.482702,114.303215,1708826646859
30.482702,114.303223,1708826647890
30.482706,114.30323,1708826648863
30.482708,114.303238,1708826649858
30.482708,114.303246,1708826650849
30.482708,114.303253,1708826651884
30.482706,114.303261,1708826652870
30.482708,114.303268,1708826653853
30.48271,114.303276,1708826654890
30.482712,114.303284,1708826655883
30.482714,114.303291,1708826656876
30.482714,114.303291,1708826657899
30.482716,114.303299,1708826658793
30.482718,114.303307,1708826659790
30.482719,114.303314,1708826660857
30.482721,114.303314,1708826661984
30.482721,114.303322,1708826662962
30.482719,114.303322,1708826663962
30.482716,114.303329,1708826664945
30.482714,114.303337,1708826665983
30.482712,114.303345,1708826666992
30.482712,114.303345,1708826667994
30.48271,114.303352,1708826668955
30.482712,114.30336,1708826669983
30.48271,114.30336,1708826670964
30.482712,114.303368,1708826671978
30.482712,114.303368,1708826672969
30.482714,114.303375,1708826673944
30.482718,114.303383,1708826675005
30.482721,114.303383,1708826675977
30.482723,114.303391,1708826676979
30.482727,114.303398,1708826677983
30.482727,114.303406,1708826678982
30.482729,114.303406,1708826679980
30.482729,114.303413,1708826680882
30.482727,114.303421,1708826681978
30.482727,114.303429,1708826683107
30.482727,114.303436,1708826684054
30.482729,114.303436,1708826685118
30.482729,114.303444,1708826686073
30.482731,114.303452,1708826687105
30.482733,114.303459,1708826688075
30.482733,114.303467,1708826689215
30.482735,114.303474,1708826690072
30.482735,114.303474,1708826691072
30.482737,114.303482,1708826692071
30.482738,114.303482,1708826693123
30.482738,114.30349,1708826694060
30.482738,114.303497,1708826695092
30.482738,114.303497,1708826696082
30.482738,114.303505,1708826697108
30.482738,114.30352,1708826698056
30.482738,114.303528,1708826699065
30.482737,114.303535,1708826700082
30.482737,114.303535,1708826701183
30.482737,114.303543,1708826702205
30.482737,114.303551,1708826703099
30.482738,114.303551,1708826704169
30.482742,114.303558,1708826705184
30.482744,114.303558,1708826706203
30.48275,114.303558,1708826707182
30.482754,114.303558,1708826708183
30.482754,114.303551,1708826709185
30.482756,114.303543,1708826710183
30.482756,114.303535,1708826711192
30.482756,114.303528,1708826712234
30.482758,114.303528,1708826713188
30.482761,114.30352,1708826714094
30.482761,114.303513,1708826715201
30.482763,114.303505,1708826716291
30.482763,114.303497,1708826717275
30.482765,114.30349,1708826718221
30.482767,114.30349,1708826719293
30.482767,114.303482,1708826720318
30.482767,114.303474,1708826721267
30.482769,114.303467,1708826722253
30.482769,114.303459,1708826723206
30.482767,114.303452,1708826724291
30.482765,114.303444,1708826725300
30.482765,114.303436,1708826726265
30.482763,114.303436,1708826727277
30.482763,114.303429,1708826728262
30.482761,114.303421,1708826729265
30.482759,114.303406,1708826730261
30.482756,114.303406,1708826731213
30.482754,114.303398,1708826732298
30.482752,114.303391,1708826733269
30.48275,114.303383,1708826734372
30.482746,114.303375,1708826735409
30.482744,114.303368,1708826736385
30.482742,114.30336,1708826737417
30.482744,114.303352,1708826738380
30.482746,114.303352,1708826739389
30.482746,114.303345,1708826740304
30.482746,114.303337,1708826741409
30.482746,114.303329,1708826742393
30.482748,114.303329,1708826743383
30.482748,114.303322,1708826744395
30.482748,114.303314,1708826745386
30.482748,114.303314,1708826746378
30.482748,114.303314,1708826747411
30.48275,114.303307,1708826748415
30.482752,114.303299,1708826749416
30.482752,114.303299,1708826750318
30.48275,114.303291,1708826751505
30.482748,114.303284,1708826752485
30.482746,114.303284,1708826753505
30.482746,114.303276,1708826754483
30.482746,114.303268,1708826755514
30.482748,114.303261,1708826756485
30.482748,114.303253,1708826757512
30.482746,114.303246,1708826758494
30.482746,114.303238,1708826759506
30.482744,114.303238,1708826760492
30.482742,114.30323,1708826761520
30.482738,114.303223,1708826762529
30.482738,114.303223,1708826763523
30.482737,114.303215,1708826764482
30.482735,114.303207,1708826765499
30.482733,114.3032,1708826766489
30.482731,114.3032,1708826767503
30.482727,114.303192,1708826768493
30.482725,114.303185,1708826769503
30.482721,114.303177,1708826770493
30.482719,114.303169,1708826771603
30.482719,114.303169,1708826772610
30.482721,114.303162,1708826773513
30.482721,114.303154,1708826774603
30.482721,114.303146,1708826775499
30.482721,114.303146,1708826776664
30.482721,114.303139,1708826777582
30.482719,114.303131,1708826778591
30.482718,114.303123,1708826779603
30.482718,114.303123,1708826780584
30.482716,114.303123,1708826781612
30.482714,114.303116,1708826782624
30.48271,114.303108,1708826783579
30.482706,114.303108,1708826784603
30.482702,114.303101,1708826785499
30.482695,114.303085,1708826786602
30.482695,114.303085,1708826787587
30.482691,114.303078,1708826788623
30.482687,114.30307,1708826789604
30.482687,114.30307,1708826790623
30.482685,114.303062,1708826791703
30.482683,114.303062,1708826792712
30.482677,114.303047,1708826793703
30.482674,114.30304,1708826794715
30.48267,114.30304,1708826795693
30.482668,114.303032,1708826796704
30.482666,114.303024,1708826797694
30.482664,114.303017,1708826798722
30.482662,114.303009,1708826799701
30.48266,114.303001,1708826800693
30.48266,114.303001,1708826801701
30.482656,114.302986,1708826802704
30.482656,114.302979,1708826803693
30.482658,114.302979,1708826804716
30.48266,114.302971,1708826805724
30.48266,114.302963,1708826806625
30.48266,114.302963,1708826807723
30.482662,114.302956,1708826808714
30.482662,114.302948,1708826809834
30.482662,114.30294,1708826810808
30.482662,114.302933,1708826811832
30.482664,114.302925,1708826812811
30.482664,114.302917,1708826813820
30.482664,114.302902,1708826814825
30.482664,114.302902,1708826815824
30.482662,114.302887,1708826816818
30.482664,114.302879,1708826817833
30.482664,114.302879,1708826818820
30.482664,114.302864,1708826819810
30.482664,114.302856,1708826820734
30.482666,114.302849,1708826821898
30.482666,114.302841,1708826822823
30.482668,114.302841,1708826823824
30.482668,114.302834,1708826824831
30.482668,114.302826,1708826825827
30.482666,114.302818,1708826826902
30.482666,114.302811,1708826827913
30.482664,114.302803,1708826828904
30.482664,114.302795,1708826829903
30.482664,114.302795,1708826830938
30.482662,114.302788,1708826831821
30.482662,114.30278,1708826832905
30.482658,114.302773,1708826833922
30.482658,114.302765,1708826834912
30.482658,114.302757,1708826835924
30.482662,114.302757,1708826836939
30.482664,114.302757,1708826837934
30.482668,114.30275,1708826838931
30.482666,114.30275,1708826839912
30.482664,114.302734,1708826840911
30.48266,114.302734,1708826841923
30.482658,114.302727,1708826842904
30.482655,114.302719,1708826843905
30.482653,114.302711,1708826844928
30.482653,114.302711,1708826846001
30.482655,114.302704,1708826847033
30.482658,114.302696,1708826848023
30.48266,114.302689,1708826849035
30.482662,114.302681,1708826850082
30.48266,114.302673,1708826851011
30.482655,114.302666,1708826852001
30.482651,114.302658,1708826853036
30.482645,114.30265,1708826854016
30.482641,114.30265,1708826855115
30.482639,114.302643,1708826856020
30.482637,114.302635,1708826857043
30.482635,114.302628,1708826858057
30.482634,114.30262,1708826859024
30.482628,114.30262,1708826860030
30.482624,114.302612,1708826861047
30.48262,114.302612,1708826862028
30.482615,114.302612,1708826863054
30.482611,114.302612,1708826864151
30.482607,114.30262,1708826865125
30.482599,114.30262,1708826866155
30.482592,114.30262,1708826867128
30.482586,114.30262,1708826868146
30.48258,114.30262,1708826869133
30.482573,114.30262,1708826870152
30.482567,114.302612,1708826871041
30.482565,114.302612,1708826872108
30.482561,114.30262,1708826873122
30.482557,114.30262,1708826874123
30.482555,114.30262,1708826875049
30.482553,114.30262,1708826876130
30.482552,114.302628,1708826877110
30.482548,114.302628,1708826878096
30.482548,114.302628,1708826879129
30.482546,114.302628,1708826880131
30.482542,114.302628,1708826881111
30.48254,114.302635,1708826882349
30.482536,114.302635,1708826883256
30.482534,114.302635,1708826884289
30.482531,114.302635,1708826885231
30.482527,114.302635,1708826886217
30.482521,114.302635,1708826887242
30.482517,114.302635,1708826888232
30.482515,114.302643,1708826889222
30.482513,114.302643,1708826890245
30.48251,114.302643,1708826891257
30.482508,114.302643,1708826892260
30.482504,114.302643,1708826893225
30.4825,114.30265,1708826894235
30.482494,114.30265,1708826895257
30.482491,114.30265,1708826896232
30.482485,114.30265,1708826897249
30.482481,114.30265,1708826898161
30.482481,114.30265,1708826899344
30.482477,114.302658,1708826900311
30.482475,114.302658,1708826901353
30.482471,114.302666,1708826902358
30.482466,114.302666,1708826903343
30.482458,114.302666,1708826904343
30.482452,114.302666,1708826905351
30.482445,114.302658,1708826906340
30.482435,114.302658,1708826907352
30.482424,114.302658,1708826908328
30.482412,114.302658,1708826909340
30.482405,114.302658,1708826910311
30.482397,114.302658,1708826911330
30.482388,114.302658,1708826912345
30.482376,114.302658,1708826913339
30.482367,114.302658,1708826914324
30.482361,114.302658,1708826915260
30.482355,114.302666,1708826916324
30.482347,114.302666,1708826917337
30.482342,114.302673,1708826918420
30.482336,114.302673,1708826919353
30.482328,114.302673,1708826920537
30.482325,114.302681,1708826921427
30.482319,114.302681,1708826922423
30.482315,114.302681,1708826923423
30.482311,114.302689,1708826924448
30.482307,114.302689,1708826925440
30.482304,114.302689,1708826926457
30.482298,114.302689,1708826927441
30.482294,114.302689,1708826928459
30.482288,114.302689,1708826929418
30.482285,114.302689,1708826930424
30.482281,114.302689,1708826931442
30.482275,114.302696,1708826932451
30.482269,114.302696,1708826933441
30.482265,114.302704,1708826934476
30.482267,114.302704,1708826935464
30.482269,114.302711,1708826936460
30.482273,114.302711,1708826937443
30.482275,114.302704,1708826938528
30.482279,114.302704,1708826939508
30.482279,114.302696,1708826940474
30.482279,114.302696,1708826941561
30.482271,114.302689,1708826942553
30.482267,114.302689,1708826943543
30.482265,114.302681,1708826944479
30.482267,114.302681,1708826945549
30.482267,114.302681,1708826946535
30.482269,114.302681,1708826947578
