latitude,longitude,timestamp
-32.048805,115.837608,1708828620887
-32.048809,115.837601,1708828621994
-32.048813,115.837593,1708828622998
-32.048817,115.837585,1708828624011
-32.04882,115.837578,1708828625004
-32.048824,115.83757,1708828625989
-32.048828,115.837563,1708828626858
-32.048828,115.837555,1708828627964
-32.048832,115.837547,1708828628901
-32.048836,115.83754,1708828629950
-32.048836,115.837532,1708828631096
-32.04884,115.837524,1708828632118
-32.048843,115.837517,1708828633117
-32.048847,115.837509,1708828634095
-32.048855,115.837502,1708828635135
-32.048862,115.837502,1708828636099
-32.04887,115.837494,1708828636970
-32.048878,115.837486,1708828638064
-32.048882,115.837486,1708828639048
-32.048889,115.837486,1708828640055
-32.048893,115.837486,1708828641131
-32.048897,115.837486,1708828642116
-32.048901,115.837494,1708828643145
-32.048908,115.837502,1708828644116
-32.048916,115.837517,1708828645097
-32.048916,115.837517,1708828646077
-32.04892,115.837524,1708828647018
-32.048923,115.837532,1708828648059
-32.048923,115.837532,1708828649153
-32.048923,115.837532,1708828650237
-32.048927,115.83754,1708828651198
-32.048927,115.837547,1708828652216
-32.048931,115.837555,1708828653207
-32.048935,115.837563,1708828654213
-32.048935,115.83757,1708828655233
-32.048939,115.837585,1708828656166
-32.048939,115.837593,1708828657107
-32.048943,115.837608,1708828658150
-32.048946,115.837616,1708828659210
-32.048946,115.837624,1708828660220
-32.04895,115.837631,1708828661208
-32.048954,115.837639,1708828662219
-32.048958,115.837639,1708828663226
-32.048962,115.837646,1708828664214
-32.048965,115.837654,1708828665107
-32.048965,115.837662,1708828666272
-32.048965,115.837669,1708828667315
-32.048965,115.837677,1708828668312
-32.048962,115.837677,1708828669317
-32.048962,115.837685,1708828670312
-32.048962,115.837692,1708828671331
-32.048962,115.8377,1708828672260
-32.048965,115.837708,1708828673257
-32.048965,115.837723,1708828674257
-32.048969,115.83773,1708828675309
-32.048969,115.837738,1708828676310
-32.048973,115.837746,1708828677170
-32.048973,115.837753,1708828678306
-32.048977,115.837769,1708828679307
-32.048977,115.837776,1708828680180
-32.048977,115.837784,1708828681174
-32.048977,115.837784,1708828682187
-32.048977,115.837791,1708828683272
-32.048977,115.837799,1708828684300
-32.048977,115.837807,1708828685376
-32.048977,115.837807,1708828686378
-32.048977,115.837814,1708828687418
-32.048981,115.837822,1708828688328
-32.048981,115.83783,1708828689308
-32.048985,115.837837,1708828690454
-32.048988,115.837845,1708828691382
-32.048988,115.837852,1708828692369
-32.048988,115.837852,1708828693367
-32.048988,115.83786,1708828694423
-32.048988,115.83786,1708828695416
-32.048988,115.837868,1708828696430
-32.048992,115.837875,1708828697419
-32.048996,115.837883,1708828698423
-32.049,115.837891,1708828699380
-32.049004,115.837898,1708828700335
-32.049004,115.837906,1708828701376
-32.049007,115.837914,1708828702377
-32.049007,115.837921,1708828703280
-32.049011,115.837929,1708828704386
-32.049011,115.837936,1708828705406
-32.049011,115.837944,1708828706522
-32.049007,115.837952,1708828707481
-32.049007,115.837959,1708828708390
-32.049007,115.837967,1708828709475
-32.049011,115.837982,1708828710592
-32.049015,115.83799,1708828711424
-32.049019,115.837997,1708828712428
-32.049026,115.838005,1708828713531
-32.04903,115.838013,1708828714542
-32.049034,115.83802,1708828715545
-32.049034,115.838028,1708828716527
-32.049038,115.838036,1708828717538
-32.049042,115.838043,1708828718546
-32.049046,115.838058,1708828719463
-32.049049,115.838066,1708828720465
-32.049057,115.838074,1708828721476
-32.049061,115.838081,1708828722521
-32.049065,115.838089,1708828723478
-32.049068,115.838097,1708828724487
-32.049072,115.838104,1708828725627
-32.049076,115.838112,1708828726629
-32.04908,115.83812,1708828727523
-32.049084,115.838127,1708828728483
-32.049088,115.838135,1708828729514
-32.049088,115.83815,1708828730487
-32.049091,115.838158,1708828731500
-32.049091,115.838165,1708828732538
-32.049091,115.838173,1708828733630
-32.049091,115.838181,1708828734561
-32.049095,115.838188,1708828735522
-32.049095,115.838196,1708828736627
-32.049099,115.838203,1708828737593
-32.049103,115.838219,1708828738626
-32.049103,115.838226,1708828739604
-32.049103,115.838226,1708828740593
-32.049099,115.838234,1708828741689
-32.049099,115.838242,1708828742755
-32.049095,115.838257,1708828743607
-32.049091,115.838264,1708828744795
-32.049088,115.838264,1708828745643
-32.04908,115.838272,1708828746637
-32.04908,115.838272,1708828747648
-32.049076,115.838272,1708828748636
-32.049068,115.83828,1708828749761
-32.049053,115.838287,1708828750750
-32.049046,115.838287,1708828751593
-32.049046,115.838287,1708828752711
-32.04903,115.838287,1708828753658
-32.04903,115.838287,1708828754755
-32.049026,115.838287,1708828755763
-32.049019,115.838287,1708828756747
-32.049015,115.838287,1708828757737
-32.049,115.83828,1708828758755
-32.048996,115.83828,1708828759759
-32.048988,115.83828,1708828760841
-32.048981,115.83828,1708828761703
-32.048981,115.83828,1708828762751
-32.048973,115.83828,1708828763805
-32.048965,115.83828,1708828764855
-32.04895,115.838272,1708828765848
-32.048943,115.838272,1708828766834
-32.048935,115.838272,1708828767860
-32.048923,115.838272,1708828768840
-32.048916,115.838272,1708828769851
-32.048908,115.838264,1708828770783
-32.048901,115.838264,1708828771805
-32.048893,115.838264,1708828772853
-32.048882,115.838264,1708828773859
-32.048874,115.838264,1708828774848
-32.048862,115.838272,1708828775864
-32.048855,115.838272,1708828776855
-32.048847,115.838272,1708828777877
-32.048847,115.838272,1708828778822
-32.048832,115.838272,1708828779845
-32.04882,115.838272,1708828780895
-32.048813,115.838272,1708828781950
-32.048805,115.838272,1708828782949
-32.048798,115.838272,1708828783997
-32.04879,115.838272,1708828784969
-32.048782,115.838272,1708828785946
-32.048771,115.838272,1708828786946
-32.048763,115.838272,1708828787807
-32.048756,115.838264,1708828788898
-32.048748,115.838264,1708828789894
-32.048748,115.838264,1708828790893
-32.048748,115.838264,1708828791926
-32.048744,115.838257,1708828792903
-32.048737,115.838249,1708828793884
-32.048733,115.838234,1708828794954
-32.048733,115.838226,1708828795858
-32.048737,115.838234,1708828796821
-32.048737,115.838234,1708828798121
-32.048737,115.838234,1708828799050
-32.04874,115.838226,1708828800079
-32.048737,115.838226,1708828801048
-32.048737,115.838219,1708828802062
-32.048733,115.838211,1708828803072
-32.048733,115.838203,1708828804083
-32.048729,115.838196,1708828804908
-32.048721,115.838188,1708828805959
-32.048717,115.838181,1708828807007
-32.048714,115.838181,1708828808070
-32.04871,115.838173,1708828809071
-32.04871,115.838158,1708828810064
-32.048717,115.83815,1708828811062
-32.048725,115.83815,1708828812060
-32.048733,115.83815,1708828813168
-32.048733,115.838142,1708828814157
-32.048733,115.838135,1708828815081
-32.048733,115.83812,1708828816101
-32.048729,115.838112,1708828817113
-32.048729,115.838097,1708828818156
-32.048733,115.838097,1708828819158
-32.04874,115.838089,1708828820158
-32.048744,115.838089,1708828821170
-32.048744,115.838089,1708828822156
-32.048744,115.838089,1708828823176
-32.04874,115.838089,1708828824012
-32.048733,115.838081,1708828825110
-32.048725,115.838081,1708828826147
-32.048714,115.838074,1708828827066
-32.048706,115.838066,1708828828075
-32.048698,115.838066,1708828829172
-32.048695,115.838058,1708828830028
-32.048687,115.838058,1708828831181
-32.048683,115.838051,1708828832262
-32.048683,115.838043,1708828833269
-32.048679,115.838036,1708828834117
-32.048679,115.838028,1708828835206
-32.048672,115.838013,1708828836167
-32.048668,115.838005,1708828837211
-32.048664,115.838005,1708828838219
-32.04866,115.837997,1708828839264
-32.048656,115.837997,1708828840275
-32.048649,115.83799,1708828841123
-32.048645,115.837982,1708828842289
-32.048641,115.837975,1708828843170
-32.048637,115.837967,1708828844176
-32.048637,115.837959,1708828845126
-32.048634,115.837959,1708828846168
-32.048634,115.837959,1708828847218
-32.04863,115.837952,1708828848272
-32.04863,115.837944,1708828849288
-32.04863,115.837929,1708828850376
-32.04863,115.837929,1708828851382
-32.04863,115.837929,1708828852349
-32.04863,115.837921,1708828853376
-32.048634,115.837921,1708828854325
-32.048637,115.837914,1708828855446
-32.048637,115.837914,1708828856382
-32.048637,115.837921,1708828857357
-32.048637,115.837921,1708828858360
-32.048637,115.837921,1708828859357
-32.048637,115.837921,1708828860356
