latitude,longitude,timestamp
-32.048641,115.837914,1708828561727
-32.048641,115.837914,1708828561896
-32.048641,115.837914,1708828562066
-32.048641,115.837914,1708828562221
-32.048641,115.837914,1708828562527
-32.048641,115.837914,1708828563615
-32.048641,115.837914,1708828564656
-32.048641,115.837914,1708828565670
-32.048641,115.837914,1708828566657
-32.048641,115.837914,1708828567680
-32.048641,115.837914,1708828568670
-32.048641,115.837914,1708828569677
-32.048641,115.837914,1708828570661
-32.048641,115.837914,1708828571625
-32.048641,115.837914,1708828572550
-32.048641,115.837914,1708828573539
-32.048645,115.837914,1708828574518
-32.048645,115.837914,1708828575656
-32.048649,115.837906,1708828576768
-32.048656,115.837906,1708828577771
-32.04866,115.837898,1708828578627
-32.04866,115.837891,1708828579638
-32.04866,115.837891,1708828580654
-32.048672,115.837883,1708828581729
-32.048672,115.837883,1708828582745
-32.048683,115.837875,1708828583763
-32.048687,115.837868,1708828584744
-32.048691,115.837868,1708828585695
-32.048695,115.837868,1708828586745
-32.048698,115.837868,1708828587857
-32.048706,115.83786,1708828588662
-32.04871,115.837852,1708828589677
-32.048714,115.837845,1708828590676
-32.048717,115.837837,1708828591688
-32.048721,115.83783,1708828592669
-32.048725,115.837822,1708828593695
-32.048729,115.837807,1708828594992
-32.048733,115.837799,1708828595912
-32.048733,115.837784,1708828596872
-32.048737,115.837769,1708828597798
-32.04874,115.837761,1708828598871
-32.048744,115.837753,1708828599915
-32.048744,115.837746,1708828600909
-32.048744,115.837738,1708828601904
-32.048748,115.83773,1708828602898
-32.048748,115.837715,1708828603889
-32.048752,115.837708,1708828604905
-32.048752,115.8377,1708828605773
-32.048756,115.837692,1708828606852
-32.048759,115.837685,1708828607783
-32.048763,115.837677,1708828608840
-32.048767,115.837669,1708828609852
-32.048771,115.837662,1708828610896
-32.048771,115.837654,1708828611886
-32.048775,115.837654,1708828612866
-32.048775,115.837654,1708828613892
-32.048775,115.837654,1708828614887
-32.048779,115.837646,1708828615904
-32.048782,115.837639,1708828616867
-32.04879,115.837631,1708828617944
-32.048794,115.837624,1708828619045
-32.048798,115.837616,1708828619900
