frame_id,timestamp
0,1708828563.135
1,1708828563.155
2,1708828563.175
3,1708828563.195
4,1708828563.215
5,1708828563.235
6,1708828563.255
7,1708828563.285
8,1708828563.305
9,1708828563.325
10,1708828563.345
11,1708828563.365
12,1708828563.385
13,1708828563.405
14,1708828563.425
15,1708828563.455
16,1708828563.475
17,1708828563.495
18,1708828563.515
19,1708828563.535
20,1708828563.555
21,1708828563.575
22,1708828563.605
23,1708828563.625
24,1708828563.645
25,1708828563.665
26,1708828563.685
27,1708828563.705
28,1708828563.725
29,1708828563.745
30,1708828563.775
31,1708828563.795
32,1708828563.815
33,1708828563.835
34,1708828563.855
35,1708828563.875
36,1708828563.895
37,1708828563.925
38,1708828563.945
39,1708828563.965
40,1708828563.985
41,1708828564.005
42,1708828564.025
43,1708828564.045
44,1708828564.065
45,1708828564.095
46,1708828564.115
47,1708828564.135
48,1708828564.155
49,1708828564.175
50,1708828564.195
51,1708828564.215
52,1708828564.245
53,1708828564.265
54,1708828564.285
55,1708828564.305
56,1708828564.325
57,1708828564.345
58,1708828564.365
59,1708828564.385
60,1708828564.415
61,1708828564.435
62,1708828564.455
63,1708828564.475
64,1708828564.495
65,1708828564.515
66,1708828564.535
67,1708828564.565
68,1708828564.585
69,1708828564.605
70,1708828564.625
71,1708828564.645
72,1708828564.665
73,1708828564.685
74,1708828564.705
75,1708828564.735
76,1708828564.755
77,1708828564.775
78,1708828564.795
79,1708828564.815
80,1708828564.835
81,1708828564.855
82,1708828564.885
83,1708828564.905
84,1708828564.925
85,1708828564.945
86,1708828564.965
87,1708828564.985
88,1708828565.005
89,1708828565.025
90,1708828565.055
91,1708828565.075
92,1708828565.095
93,1708828565.115
94,1708828565.135
95,1708828565.155
96,1708828565.175
97,1708828565.205
98,1708828565.225
99,1708828565.245
100,1708828565.265
101,1708828565.285
102,1708828565.305
103,1708828565.325
104,1708828565.345
105,1708828565.375
106,1708828565.395
107,1708828565.415
108,1708828565.435
109,1708828565.455
110,1708828565.475
111,1708828565.495
112,1708828565.525
113,1708828565.545
114,1708828565.565
115,1708828565.585
116,1708828565.605
117,1708828565.625
118,1708828565.645
119,1708828565.665
120,1708828565.695
121,1708828565.715
122,1708828565.735
123,1708828565.755
124,1708828565.775
125,1708828565.795
126,1708828565.815
127,1708828565.845
128,1708828565.865
129,1708828565.885
130,1708828565.905
131,1708828565.925
132,1708828565.945
133,1708828565.965
134,1708828565.985
135,1708828566.015
136,1708828566.035
137,1708828566.055
138,1708828566.075
139,1708828566.095
140,1708828566.115
141,1708828566.135
142,1708828566.165
143,1708828566.185
144,1708828566.205
145,1708828566.225
146,1708828566.245
147,1708828566.265
148,1708828566.285
149,1708828566.305
150,1708828566.335
151,1708828566.355
152,1708828566.375
153,1708828566.395
154,1708828566.415
155,1708828566.435
156,1708828566.455
157,1708828566.485
158,1708828566.505
159,1708828566.525
160,1708828566.545
161,1708828566.565
162,1708828566.585
163,1708828566.605
164,1708828566.625
165,1708828566.655
166,1708828566.675
167,1708828566.695
168,1708828566.715
169,1708828566.735
170,1708828566.755
171,1708828566.775
172,1708828566.805
173,1708828566.825
174,1708828566.845
175,1708828566.865
176,1708828566.885
177,1708828566.905
178,1708828566.925
179,1708828566.945
180,1708828566.975
181,1708828566.995
182,1708828567.015
183,1708828567.035
184,1708828567.055
185,1708828567.075
186,1708828567.095
187,1708828567.125
188,1708828567.145
189,1708828567.165
190,1708828567.185
191,1708828567.205
192,1708828567.225
193,1708828567.245
194,1708828567.265
195,1708828567.295
196,1708828567.315
197,1708828567.335
198,1708828567.355
199,1708828567.375
200,1708828567.395
201,1708828567.415
202,1708828567.445
203,1708828567.465
204,1708828567.485
205,1708828567.505
206,1708828567.525
207,1708828567.545
208,1708828567.565
209,1708828567.585
210,1708828567.615
211,1708828567.635
212,1708828567.655
213,1708828567.675
214,1708828567.695
215,1708828567.715
216,1708828567.735
217,1708828567.765
218,1708828567.785
219,1708828567.805
220,1708828567.825
221,1708828567.845
222,1708828567.865
223,1708828567.885
224,1708828567.905
225,1708828567.935
226,1708828567.955
227,1708828567.975
228,1708828567.995
229,1708828568.015
230,1708828568.035
231,1708828568.055
232,1708828568.085
233,1708828568.105
234,1708828568.125
235,1708828568.145
236,1708828568.165
